Scen_fut,capex_geo_2050_mean,gas_price_2050_median_nonzero,capex_nuc_2050_mean,capex_bess_2050_mean,capex_solar_2050_mean,capex_wind_2050_mean,discount_rate_global,discount_rate_idv_mean,discount_rate_batt_2050,gas_cap_2050,no_gas_2050
Scenario1_65,3564.0315691990572,8.8774054836,6731.9156021724,1083.1915241404,1196.2792467545,1196.2792467545,0.12,2631.6173185731623,0.0439909424,0.2600369308029138,0
Scenario1_66,3637.092189629486,8.9650654724,6254.7413599869,507.3306220246,1363.5762050915,1363.5762050915,0.133,2631.6239217766984,0.0565949219,0.0,1
Scenario1_67,3640.0704639574715,11.4579602147,7126.4319035125,414.2038240717,1620.9003266797,1620.9003266797,0.103,2631.6490538086086,0.1045661244,0.0,1
Scenario1_68,3681.0752824500146,9.3578281457,4273.5734885214,805.0458383711,1022.4638899825,1022.4638899825,0.092,2631.648754737733,0.1039952677,0.2547228816513094,0
Scenario1_69,3609.7455250566713,12.9795600446,5555.1677395555,1124.2786590455,663.1712054504,663.1712054504,0.093,2631.6286982382194,0.0657120758,0.4516372841373406,0
Scenario1_70,3550.4188897589142,10.8817170602,6059.3029381531,1154.3028174097,660.1330228547,660.1330228547,0.075,2631.6340975532034,0.0760181121,6.317581528808236,0
Scenario1_71,3477.818567630557,7.5010379847,5788.4785333239,425.3801721921,740.3432665841,740.3432665841,0.13,2631.661153000952,0.127660668,0.0,1
Scenario1_72,3576.7879268470856,14.6859027,6545.0343936578,415.9372751653,620.4449607217,620.4449607217,0.074,2631.6246434327345,0.0579723954,0.0,1
Scenario1_73,3502.374685208743,9.4589345331,4038.818392212,537.7411268812,676.089970084,676.089970084,0.098,2631.617070939295,0.043518267,0.0,1
Scenario1_74,3631.347133468543,17.6808060906,3998.8978166368,652.9772648157,575.7341098355,575.7341098355,0.099,2631.647062886572,0.1007659174,0.0,1
Scenario1_75,3504.248906488757,14.3832216655,5471.6608794208,651.9990741303,866.3234486516,866.3234486516,0.129,2631.631044742857,0.0701910073,0.0,1
Scenario1_76,3558.7856423227568,8.2172236249,4287.1694578675,737.5618189939,1076.6912136228,1076.6912136228,0.089,2631.6247644848686,0.0582034558,0.0,1
Scenario1_77,3658.3504269818145,9.5590186008,3970.7949917904,498.3049227749,1515.9578500115,1515.9578500115,0.085,2631.6311692762747,0.0704287126,0.0,1
Scenario1_78,3627.0610372929855,10.8518887661,6244.4795948088,688.2462155751,758.3991557189,758.3991557189,0.1,2631.635787056435,0.0792429807,0.0,1
Scenario1_79,3487.5564466539427,16.009387088,5175.5956599604,1104.7087874934,614.5132142576,614.5132142576,0.073,2631.6426892627687,0.092417687,0.4929629868381687,0
Scenario1_80,3632.8640017171997,11.7196209964,6850.3872940467,750.9431779609,933.9998653744,933.9998653744,0.078,2631.6264670593328,0.0614532744,0.0,1
Scenario1_81,3469.951155423157,11.5834367314,5204.3851918477,499.9401699209,1130.5909773325,1130.5909773325,0.086,2631.661264225096,0.127872969,0.0,1
Scenario1_82,3582.9115403355713,12.7492932805,4116.6030148492,1068.9460738128,856.4405306954,856.4405306954,0.085,2631.644769926012,0.0963891891,1.6527320476457723,0
Scenario1_83,3500.722716235657,9.1815300506,5518.0952485382,812.5994884296,788.9010087883,788.9010087883,0.083,2631.6467767531926,0.1002197553,0.0505176194298093,0
Scenario1_84,3552.7020038357573,11.9223092519,5004.3076390193,727.3345618961,735.7401028572,735.7401028572,0.1,2631.640922681479,0.0890456942,0.1023754735367372,0
Scenario1_85,3496.9677815032287,12.4314560599,6016.7901329251,438.1454707471,914.6659657974,914.6659657974,0.138,2631.627461098306,0.0633506635,0.0,1
Scenario1_86,3513.4480769879424,11.0978849603,7171.5958679792,687.2915152046,623.1003464666,623.1003464666,0.138,2631.658572811666,0.1227356868,0.0,1
Scenario1_87,3540.705380212814,16.6223013062,6959.6209347889,465.7933068278,992.5598900275,992.5598900275,0.084,2631.6336064264224,0.0750806653,0.0,1
Scenario1_88,3545.152979003114,14.5451676038,5389.0450028149,1039.6359565859,686.5552406208,686.5552406208,0.134,2631.6235754560366,0.0559338763,2.779291961029776,0
Scenario1_89,3641.3984975880144,14.3038423633,6463.1335196493,753.6461031484,1241.1758106454,1241.1758106454,0.142,2631.616844693208,0.0430864158,0.0,1
Scenario1_90,3587.306533254571,13.4974150496,6745.6705462391,772.0165937709,1428.9513665733,1428.9513665733,0.145,2631.641532612204,0.0902099101,0.3762879073959332,0
