mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_class_weight,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_random_state,params,split0_test_score,split1_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,mean_train_score,std_train_score
0.001978754997253418,2.014636993408203e-05,0.0020040273666381836,1.5497207641601562e-06,balanced,entropy,2,2,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.1,0.125,0.1125,0.012499999999999997,111,0.875,0.9,0.8875,0.012500000000000011
0.0025502443313598633,0.00046193599700927734,0.0015101432800292969,0.0005130767822265625,balanced,entropy,2,2,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.1,0.125,0.1125,0.012499999999999997,111,0.875,0.9,0.8875,0.012500000000000011
0.001494765281677246,0.0005017518997192383,0.002016782760620117,1.4066696166992188e-05,balanced,entropy,2,2,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0020426511764526367,0.0005217790603637695,0.0017807483673095703,0.0002503395080566406,balanced,entropy,2,5,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0020477771759033203,0.00048804283142089844,0.0020362138748168945,4.410743713378906e-06,balanced,entropy,2,5,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0015403032302856445,1.9431114196777344e-05,0.0020314455032348633,3.5762786865234375e-07,balanced,entropy,2,5,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0023055076599121094,0.0007658004760742188,0.0015183687210083008,0.0005222558975219727,balanced,entropy,2,10,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.004318356513977051,0.0022825002670288086,0.0032979249954223633,0.001301407814025879,balanced,entropy,2,10,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 5, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0017603635787963867,0.00023853778839111328,0.001776576042175293,0.00025403499603271484,balanced,entropy,2,10,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 2, 'min_samples_leaf': 10, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.003419160842895508,0.0018644332885742188,0.0022962093353271484,0.00026035308837890625,balanced,entropy,3,1,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 2, 'random_state': 42}",0.2,1.0,0.6,0.4,1,1.0,1.0,1.0,0.0
0.003018617630004883,1.52587890625e-05,0.0010024309158325195,1.3113021850585938e-06,balanced,entropy,3,1,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 5, 'random_state': 42}",0.2,1.0,0.6,0.4,1,1.0,1.0,1.0,0.0
0.004037141799926758,0.002038240432739258,0.002277970314025879,0.0007554292678833008,balanced,entropy,3,1,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 1, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0018123388290405273,0.00018393993377685547,0.0019742250442504883,2.658367156982422e-05,balanced,entropy,3,2,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 2, 'random_state': 42}",0.1,0.125,0.1125,0.012499999999999997,111,0.875,0.9,0.8875,0.012500000000000011
0.00498807430267334,0.0020371675491333008,0.003299713134765625,0.001270294189453125,balanced,entropy,3,2,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 5, 'random_state': 42}",0.1,0.125,0.1125,0.012499999999999997,111,0.875,0.9,0.8875,0.012500000000000011
0.0022739171981811523,0.00025093555450439453,0.0010145902633666992,1.4662742614746094e-05,balanced,entropy,3,2,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 2, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0018123388290405273,0.00018393993377685547,0.0024758577346801758,0.0004750490188598633,balanced,entropy,3,5,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 2, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0025103092193603516,0.0004851818084716797,0.0013120174407958984,0.0003132820129394531,balanced,entropy,3,5,5,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 5, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.0037888288497924805,0.0012134313583374023,0.0037757158279418945,0.0022546052932739258,balanced,entropy,3,5,10,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 5, 'min_samples_split': 10, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
0.006095528602600098,0.000513911247253418,0.0047991275787353516,0.0002315044403076172,balanced,entropy,3,10,2,42,"{'class_weight': 'balanced', 'criterion': 'entropy', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 2, 'random_state': 42}",0.5,0.5,0.5,0.0,21,0.5,0.5,0.5,0.0
